time,BTC_high,BTC_low,BTC_open,BTC_volumefrom,BTC_volumeto,BTC_close,BTC_conversionType,BTC_conversionSymbol,ETH_high,ETH_low,ETH_open,ETH_volumefrom,ETH_volumeto,ETH_close,ETH_conversionType,ETH_conversionSymbol,BCH_high,BCH_low,BCH_open,BCH_volumefrom,BCH_volumeto,BCH_close,BCH_conversionType,BCH_conversionSymbol,LTC_high,LTC_low,LTC_open,LTC_volumefrom,LTC_volumeto,LTC_close,LTC_conversionType,LTC_conversionSymbol
2017-12-30,14461.46,11962.09,14392.14,182065.44,2387311023.42,12531.52,direct,,741.67,663.88,739.6,654093.06,455555629.24,692.99,direct,,2634.36,2103.91,2622.42,95886.67,221420859.69,2209.96,direct,,243.42,202.02,243.13,1218741.31,268737310.82,212.07,direct,
2017-12-31,14241.82,12359.43,12532.38,111270.55,1492142483.58,13850.4,direct,,767.31,726.31,690.91,902419.05,668939244.64,741.27,multiply,BTC,2566.48,2367.03,2206.95,215055.0,510531658.12,2373.96,multiply,BTC,235.4,207.95,212.07,841309.91,187138183.8,226.52,direct,
2018-01-01,13921.53,12877.67,13850.49,78425.21,1057521524.42,13444.88,direct,,766.49,718.9,741.69,910875.63,689729274.59,757.22,multiply,BTC,2410.67,2303.11,2373.97,186634.51,432599629.06,2317.9,multiply,BTC,232.26,216.42,226.52,516920.48,115831512.64,224.34,direct,
2018-01-02,15306.13,12934.16,13444.88,137732.17,1956783037.35,14754.13,direct,,882.61,756.17,756.17,1123318.86,949013949.18,861.97,direct,,2916.89,2499.35,2317.9,271690.87,692679585.45,2549.51,multiply,BTC,260.53,224.28,224.34,1278275.25,314730425.65,251.81,direct,
2018-01-03,15435.01,14579.71,14754.09,106543.39,1604206990.04,15156.62,direct,,951.7,847.9,861.97,871172.13,778108786.12,941.1,direct,,2788.82,2558.44,2549.51,235497.53,603219570.86,2561.47,multiply,BTC,256.81,241.11,251.81,851666.05,211596420.85,244.63,direct,
2018-01-04,15408.66,14244.67,15156.49,110968.82,1656714736.62,15180.08,direct,,997.44,901.03,941.0,822844.78,780050914.4,944.83,direct,,2566.95,2343.8,2561.45,205117.51,480755312.61,2343.8,multiply,BTC,244.88,225.59,244.63,880942.78,206659684.03,238.3,direct,
2018-01-05,17126.95,14832.36,15180.08,141960.42,2283988962.92,16954.78,direct,,1165.81,926.75,944.5,1682729.53,1621948065.55,963.88,multiply,BTC,2702.59,2365.19,2343.8,275054.57,656619352.91,2387.23,multiply,BTC,251.56,235.0,238.3,1073887.31,262545479.11,244.51,direct,
2018-01-06,17252.85,16286.57,16954.76,83927.99,1412703790.73,17172.3,direct,,1056.96,958.73,963.88,975679.49,983833688.41,1008.36,multiply,BTC,2763.02,2345.74,2387.23,262172.75,661810039.88,2524.33,multiply,BTC,305.21,243.56,244.51,1820160.48,511915657.4,278.92,direct,
2018-01-07,17184.81,15791.13,17174.5,79006.37,1309532650.11,16228.16,direct,,1117.84,1003.21,1006.41,563476.81,602250144.77,1117.75,direct,,2682.51,2380.67,2526.37,216193.65,547314322.34,2531.59,multiply,BTC,287.27,265.37,278.92,764130.75,212682356.33,271.57,direct,
2018-01-08,16302.92,13902.31,16228.26,142453.96,2166366561.33,14976.17,direct,,1228.25,967.84,1117.75,1137114.56,1292737991.11,1136.11,direct,,2453.1,2306.33,2531.61,232765.3,558795012.28,2400.68,multiply,BTC,273.47,231.21,271.57,1056007.91,270377483.58,254.25,direct,
2018-01-09,15390.28,14221.55,14976.17,99730.65,1486802326.34,14468.5,direct,,1300.3,1133.7,1136.11,812642.22,986697724.1,1289.24,direct,,2391.64,2262.87,2400.68,177570.46,421602142.7,2374.28,multiply,BTC,258.59,237.98,254.24,733760.61,184228877.9,246.04,direct,
2018-01-10,14919.49,13450.54,14468.09,142303.9,2025083791.13,14919.49,direct,,1385.22,1210.85,1289.24,1105070.29,1445484601.88,1248.99,direct,,2944.89,2291.94,2376.68,164422.06,428980394.88,2856.93,direct,,249.31,230.66,246.02,859733.09,207658680.7,249.1,direct,
2018-01-11,14979.96,12825.95,14920.36,173452.27,2373494121.74,13308.06,direct,,1333.92,1100.85,1248.96,1056985.76,1270849838.43,1139.32,direct,,2952.68,2341.77,2856.94,144720.16,370363445.96,2437.92,direct,,252.89,217.85,249.11,1131662.93,262771223.33,226.53,direct,
2018-01-12,14129.08,12851.91,13308.06,102068.02,1402292716.89,13841.19,direct,,1287.06,1087.61,1139.32,581477.09,704750432.94,1261.03,direct,,2661.66,2520.48,2444.69,167129.42,435357424.69,2604.91,multiply,BTC,241.83,219.62,226.53,601578.96,140305335.34,235.35,direct,
2018-01-13,14595.04,13830.28,13841.19,71300.93,1021352776.21,14243.12,direct,,1422.86,1261.01,1261.06,551036.77,744906594.35,1385.02,direct,,2803.05,2587.97,2604.91,144869.99,386681282.18,2669.16,multiply,BTC,262.87,235.3,235.35,713207.86,176341211.15,257.94,direct,
2018-01-14,14415.67,13031.91,14244.12,81536.0,1112590573.36,13638.63,direct,,1389.32,1267.48,1385.02,458696.01,610496132.15,1359.48,direct,,2604.98,2521.78,2669.35,149501.35,377417714.83,2524.51,multiply,BTC,268.81,231.43,257.94,766737.16,189083699.89,236.86,direct,
2018-01-15,14355.82,13416.71,13638.63,84089.84,1170462750.59,13631.98,direct,,1381.35,1271.07,1359.38,407230.97,537797572.32,1278.69,direct,,2534.19,2243.82,2524.51,196934.23,472221752.95,2397.87,multiply,BTC,244.4,230.79,236.86,466142.48,110848991.11,231.89,direct,
2018-01-16,13648.84,10032.69,13634.6,325702.79,3842651741.45,11282.49,direct,,1282.27,864.23,1278.7,1818512.61,1931700742.0,1050.26,direct,,2411.97,1525.13,2394.02,211689.81,413640550.4,1761.61,direct,,232.4,147.78,231.89,2444227.94,473245937.42,183.86,direct,
2018-01-17,11736.3,9205.38,11282.49,348631.94,3666978316.26,11162.7,direct,,1115.66,764.75,1050.26,2196783.74,2034010888.99,1024.69,direct,,1903.53,1342.05,1760.95,168430.05,275433374.11,1748.8,direct,,204.56,136.45,183.7,2667358.04,458374670.48,188.21,direct,
2018-01-18,12018.43,10642.33,11162.7,204918.02,2357251805.09,11175.52,direct,,1093.9,949.56,1024.9,1080431.79,1117430433.28,1012.97,direct,,1835.02,1703.15,1754.78,221087.92,378522342.67,1712.09,multiply,BTC,208.37,175.46,188.14,1421991.47,274884322.56,191.03,direct,
2018-01-19,11780.49,10867.18,11175.52,110885.87,1264875700.45,11521.76,direct,,1083.62,982.62,1012.97,501080.74,517599347.75,1037.36,direct,,1883.81,1759.37,1712.09,154548.95,272799549.44,1765.13,multiply,BTC,201.25,185.78,191.03,689881.36,132586901.46,192.27,direct,
2018-01-20,13031.04,11502.11,11521.82,119084.84,1492721765.44,12783.94,direct,,1164.62,1036.82,1037.36,489743.73,545646401.81,1150.5,direct,,2114.46,1880.52,1765.14,211927.92,429148972.08,2024.98,multiply,BTC,214.72,192.26,192.27,651689.96,133356395.48,210.68,direct,
2018-01-21,12787.35,11101.73,12783.54,130427.64,1552755289.93,11549.93,direct,,1150.57,1008.06,1150.5,508184.08,543760385.27,1049.09,direct,,1838.75,1725.56,2024.91,142913.13,254363107.39,1779.84,multiply,BTC,210.81,182.88,210.68,611724.98,118925936.69,190.73,direct,
2018-01-22,11913.74,10067.76,11549.98,165723.08,1811992345.95,10814.52,direct,,1084.28,917.0,1049.09,681092.91,676845706.25,999.64,direct,,1676.25,1588.65,1779.85,157728.63,253987578.19,1610.28,multiply,BTC,194.34,165.42,190.72,795014.67,141918011.1,179.42,direct,
2018-01-23,11388.52,9980.5,10814.52,158868.59,1710180828.64,10858.23,direct,,1020.66,908.31,999.75,678043.45,660805261.99,984.47,direct,,1652.62,1600.5,1610.28,121450.62,196623949.95,1618.96,multiply,BTC,186.11,164.76,179.42,678138.3,119223032.27,177.92,direct,
2018-01-24,11531.6,10506.55,10853.78,115804.82,1286435482.05,11429.02,direct,,1062.6,956.97,984.48,514521.75,521553676.55,1061.78,direct,,1712.07,1658.35,1618.3,131760.63,218655935.92,1659.49,multiply,BTC,184.7,172.42,177.91,482992.17,86367198.84,180.59,direct,
2018-01-25,11741.92,10930.34,11428.11,93317.76,1061064251.44,11175.87,direct,,1102.42,1022.2,1061.61,535509.16,568607934.27,1046.37,direct,,1659.62,1609.33,1659.36,115262.38,188586239.67,1636.15,multiply,BTC,184.69,175.21,180.59,408877.4,73767401.29,178.97,direct,
2018-01-26,11656.54,10346.86,11175.87,142350.84,1560135332.27,11104.2,direct,,1075.59,987.13,1046.37,492824.14,509049582.65,1048.58,direct,,1634.54,1583.46,1636.15,156356.11,249493307.54,1595.67,multiply,BTC,182.15,165.76,178.93,487682.21,84960279.65,175.65,direct,
2018-01-27,11638.69,10879.2,11104.34,90873.81,1031091633.68,11459.71,direct,,1121.9,1033.86,1048.58,365750.18,395059716.61,1109.08,direct,,1665.1,1628.42,1595.69,135850.89,222312725.42,1636.45,multiply,BTC,182.92,173.88,175.65,380203.96,68085098.56,180.71,direct,
2018-01-28,12064.19,11407.94,11460.39,87917.22,1038153169.8,11767.74,direct,,1240.47,1101.62,1109.08,557486.08,662174309.95,1231.58,direct,,1758.1,1676.9,1636.54,143576.09,251745348.5,1753.39,multiply,BTC,194.48,180.29,180.71,435381.16,81443118.1,193.23,direct,
2018-01-29,11860.29,11089.52,11767.74,80713.7,920836244.04,11233.95,direct,,1240.32,1151.53,1231.57,436893.27,515965244.78,1169.96,direct,,1680.6,1649.14,1752.22,85955.22,141945646.63,1651.39,multiply,BTC,193.42,177.37,193.23,403178.2,73715876.66,180.45,direct,
2018-01-30,11263.7,9871.21,11234.32,164072.93,1720894077.2,10107.26,direct,,1173.18,1034.72,1169.94,757521.14,835962532.22,1063.75,direct,,1526.2,1463.53,1651.45,142777.49,210113789.5,1471.62,multiply,BTC,180.61,159.77,180.45,749016.9,126940449.8,165.38,direct,
2018-01-31,10377.96,9698.13,10107.4,122260.49,1230902973.11,10226.86,direct,,1122.98,1020.77,1063.77,510759.59,550605628.52,1111.31,direct,,1521.76,1475.74,1471.64,145598.03,216948854.49,1490.05,multiply,BTC,166.86,156.37,165.36,573000.11,92416470.16,162.93,direct,
2018-02-01,10280.84,8726.95,10226.86,208918.8,1964308989.29,9114.72,direct,,1155.58,954.75,1111.29,970470.71,1033001644.78,1026.19,direct,,1338.95,1249.63,1490.05,179801.54,228290508.49,1269.68,multiply,BTC,165.71,127.75,162.93,1223518.75,177798590.66,141.37,direct,
2018-02-02,9147.93,7786.2,9114.73,322596.22,2768759876.15,8870.82,direct,,1027.66,746.67,1026.19,1783823.6,1606436956.8,917.47,direct,,1269.81,968.68,1267.99,125569.3,143714769.61,1192.13,direct,,142.0,102.51,141.36,2110261.36,264489437.71,131.17,direct,
2018-02-03,9504.37,8194.68,8872.87,139226.07,1253484523.4,9251.27,direct,,997.6,845.18,917.47,591555.32,552868551.93,970.87,direct,,1291.48,1197.11,1194.29,143421.43,183633323.58,1280.38,multiply,BTC,166.33,120.41,131.17,1506854.19,220733569.6,161.0,direct,
2018-02-04,9400.99,7889.83,9251.27,164609.06,1413207410.82,8218.05,direct,,971.05,781.36,970.87,766994.32,666593264.45,827.59,direct,,1158.75,1089.71,1280.38,165240.72,191200275.06,1157.1,multiply,BTC,174.66,136.96,161.0,2240983.28,348903981.9,147.55,direct,
2018-02-05,8391.29,6627.31,8218.05,341828.54,2534149181.03,6937.08,direct,,857.82,629.08,826.34,1747376.34,1272929187.15,695.08,direct,,1175.17,827.38,1158.63,110686.53,106539840.76,884.0,direct,,153.9,114.72,147.55,2460919.58,328173135.99,125.04,direct,
2018-02-06,7932.38,5968.36,6936.43,495883.24,3397596513.74,7701.25,direct,,801.73,564.19,695.05,2312291.59,1556542861.3,785.01,direct,,977.59,758.43,884.28,171195.13,148384673.61,966.79,direct,,147.26,105.5,125.02,3195103.97,397024992.7,141.85,direct,
2018-02-07,8572.68,7208.86,7701.25,271450.37,2159765331.36,7592.72,direct,,858.28,718.28,785.16,1124767.44,895500139.13,751.81,direct,,975.66,916.44,967.28,370415.72,353245333.4,953.65,multiply,BTC,159.11,130.74,141.85,1732911.13,252715544.76,137.84,direct,
2018-02-08,8643.94,7590.48,7593.78,193040.33,1594673973.51,8260.69,direct,,844.86,750.02,751.86,632557.69,510550202.1,813.55,direct,,1348.97,1016.06,956.06,580100.71,742285777.57,1279.58,multiply,BTC,151.34,142.99,137.98,2047165.5,307441972.26,150.18,multiply,BTC
2018-02-09,8743.2,7775.36,8259.26,162279.68,1348072086.15,8696.83,direct,,880.22,781.5,813.55,561205.79,469210004.25,877.88,direct,,1403.67,1293.22,1279.36,326944.19,425085016.97,1300.18,multiply,BTC,164.24,142.14,149.54,970773.63,148089557.46,163.9,direct,
2018-02-10,9081.49,8176.25,8696.83,155616.78,1348923336.33,8569.29,direct,,909.32,816.09,877.66,520877.94,451412405.8,850.75,direct,,1319.67,1231.41,1300.18,203503.82,253211847.85,1244.26,multiply,BTC,169.32,147.97,163.92,1107595.53,176947228.51,154.91,direct,
2018-02-11,8573.35,7862.31,8569.32,123293.84,1013771945.88,8084.61,direct,,853.74,780.13,850.99,376738.95,308313754.16,811.24,direct,,1246.65,1173.08,1243.41,180835.58,218712976.71,1209.46,multiply,BTC,155.86,141.8,154.91,622934.4,93014379.99,149.06,direct,
2018-02-12,8997.34,8084.41,8084.61,124923.98,1085921871.17,8911.27,direct,,874.85,811.09,811.17,352040.84,300521830.64,865.27,direct,,1334.91,1279.66,1209.46,137607.83,176704141.98,1284.11,multiply,BTC,163.3,149.03,149.06,654870.23,103639383.04,161.4,direct,
2018-02-13,8955.15,8379.35,8911.17,98632.88,853320352.71,8544.69,direct,,867.6,823.77,865.28,304130.99,256092877.9,840.98,direct,,1249.23,1205.66,1284.1,121889.53,149039830.3,1222.75,multiply,BTC,159.7,154.66,162.01,902357.19,143798259.84,159.36,multiply,BTC
2018-02-14,9508.22,8542.98,8544.69,133702.54,1220863360.18,9485.64,direct,,922.37,840.87,840.99,529918.98,470132510.11,920.11,direct,,1415.26,1318.5,1222.75,133550.38,181407310.36,1358.34,multiply,BTC,217.42,159.05,159.05,3012197.74,583527603.98,212.01,direct,
2018-02-15,10223.58,9363.38,9485.64,168776.78,1666668487.88,10033.75,direct,,947.53,905.65,920.11,489358.4,454133646.5,927.95,direct,,1392.66,1310.22,1353.19,60927.45,82442472.88,1359.47,direct,,237.15,206.77,212.01,2256362.19,503035315.29,221.08,direct,
2018-02-16,10303.14,9720.38,10033.75,105556.67,1061827697.26,10188.73,direct,,945.36,909.41,927.95,304038.76,282763877.2,938.02,direct,,1547.53,1355.45,1359.47,93378.64,138109049.14,1530.44,direct,,234.83,210.25,221.08,1279720.76,285095066.0,228.39,direct,
2018-02-17,11119.45,10074.07,10188.73,123660.48,1327921168.02,11097.21,direct,,974.83,934.95,937.92,287733.8,276682460.01,974.77,direct,,1675.68,1541.4,1529.33,136176.21,210506816.71,1545.84,multiply,BTC,232.71,224.11,228.39,596952.88,136508884.87,229.41,direct,
2018-02-18,11288.34,10161.01,11097.21,154431.22,1659704217.34,10417.23,direct,,981.48,905.96,974.78,399661.16,375068724.24,913.9,direct,,1528.21,1433.41,1545.84,164448.02,238633833.64,1451.12,multiply,BTC,231.97,211.9,229.43,998902.69,221587127.59,214.22,direct,
2018-02-19,11265.96,10336.32,10418.12,108244.29,1186535653.61,11182.28,direct,,955.62,911.6,913.9,233504.11,218921662.11,939.79,direct,,1597.95,1527.5,1451.24,140645.87,214993762.94,1528.62,multiply,BTC,226.21,213.51,214.16,562650.83,124644378.78,221.97,direct,
2018-02-20,11802.23,11130.95,11182.28,142449.23,1640343867.77,11256.43,direct,,958.86,877.28,939.79,372375.38,344672330.06,885.52,direct,,1552.26,1395.8,1528.62,253137.38,353613418.92,1396.92,multiply,BTC,252.2,221.39,221.97,1875180.98,448688720.76,229.38,direct,
2018-02-21,11295.58,10256.21,11256.78,183274.25,1982721124.63,10481.66,direct,,906.56,818.12,885.52,517644.69,445950029.99,840.1,direct,,1407.46,1269.28,1393.76,77156.39,103151392.56,1287.06,direct,,231.7,204.81,229.43,1495364.41,324317151.0,210.26,direct,
2018-02-22,10941.57,9757.19,10481.66,175506.26,1795951829.82,9847.96,direct,,871.32,788.92,840.19,441363.7,362800754.34,804.63,direct,,1214.25,1179.79,1288.2,119788.95,144392438.86,1205.39,multiply,BTC,221.44,188.81,210.26,1334620.63,269393148.66,192.91,direct,
2018-02-23,10420.67,9604.0,9847.96,139373.76,1399448203.16,10175.51,direct,,882.42,787.97,804.61,403614.67,340134173.18,854.7,direct,,1299.41,1213.94,1205.39,122825.81,154602147.4,1258.71,multiply,BTC,215.84,182.37,192.91,1272166.15,253168167.29,206.6,direct,
2018-02-24,10528.0,9396.54,10175.51,125269.68,1244484468.57,9705.73,direct,,874.72,810.64,854.7,305237.13,255866976.42,833.49,direct,,1209.33,1156.92,1258.71,116510.38,137620585.95,1181.19,multiply,BTC,218.45,194.86,206.6,1005421.79,206867570.89,206.35,direct,
2018-02-25,9873.79,9329.44,9705.73,82430.45,793093192.66,9610.11,direct,,849.52,818.55,833.49,204987.54,171228507.8,840.28,direct,,1189.73,1157.06,1181.19,110352.29,129486762.53,1173.39,multiply,BTC,223.1,200.06,206.38,959496.53,202904391.4,218.31,direct,
2018-02-26,10457.51,9411.82,9610.11,117416.47,1181729273.47,10326.5,direct,,880.12,834.06,840.28,287223.68,247282448.05,867.62,direct,,1280.49,1240.21,1173.39,120866.22,150399065.01,1244.34,multiply,BTC,231.6,214.74,218.52,1268149.53,283282159.15,218.62,direct,
2018-02-27,10879.38,10154.24,10326.5,99772.39,1060840699.02,10594.76,direct,,904.05,865.91,868.77,458760.68,399626963.81,871.1,multiply,BTC,1287.26,1230.05,1244.34,111918.17,137902277.34,1232.17,multiply,BTC,223.21,212.13,218.62,670062.75,145775086.01,215.15,direct,
2018-02-28,11067.76,10303.14,10594.76,105434.79,1126074675.67,10334.44,direct,,867.06,828.51,871.1,467629.5,399035131.55,853.31,multiply,BTC,1205.0,1180.19,1232.17,105965.77,127031239.49,1198.8,multiply,BTC,223.61,201.59,215.15,723860.2,153831817.48,202.14,direct,
2018-03-01,11090.3,10247.56,10334.44,88432.44,952472120.03,10929.37,direct,,905.94,868.12,853.31,422715.28,368630733.52,872.05,multiply,BTC,1336.66,1265.62,1198.8,117664.17,150461444.21,1278.74,multiply,BTC,214.68,200.47,202.14,535731.03,111779752.45,209.32,direct,
2018-03-02,11191.94,10801.45,10929.37,77195.49,852908489.64,11043.12,direct,,881.35,853.3,871.73,465100.32,398617272.5,857.06,multiply,BTC,1298.67,1269.96,1280.92,114940.36,146350311.71,1273.27,multiply,BTC,213.42,204.5,209.31,404886.1,84393296.12,212.59,direct,
2018-03-03,11530.66,11043.12,11043.12,71279.36,812200126.22,11465.36,direct,,890.74,855.89,857.06,447097.83,382666170.06,855.89,multiply,BTC,1324.25,1265.78,1273.27,103550.49,131427871.62,1269.22,multiply,BTC,217.99,209.03,212.61,526099.47,112747585.28,210.29,direct,
2018-03-04,11539.79,11084.01,11465.36,61016.39,690727335.55,11504.42,direct,,891.25,858.34,855.89,384392.02,333345981.96,867.2,multiply,BTC,1290.8,1267.79,1269.22,92044.44,118175237.24,1283.89,multiply,BTC,216.05,210.76,210.16,660252.88,141206413.48,213.87,multiply,BTC
2018-03-05,11694.15,11431.55,11503.94,68323.51,791471905.1,11440.73,direct,,865.15,838.49,867.17,424359.91,358832100.49,845.58,multiply,BTC,1291.66,1253.9,1283.84,84714.24,106514282.89,1257.34,multiply,BTC,215.66,207.65,213.86,697419.57,146254868.32,209.71,multiply,BTC
2018-03-06,11441.65,10589.28,11440.33,109876.55,1210081181.36,10735.45,direct,,819.97,789.7,845.21,482448.32,393264235.1,815.14,multiply,BTC,1209.89,1177.68,1257.29,115365.05,138835370.89,1203.44,multiply,BTC,210.81,191.7,210.8,677083.14,136364561.14,196.58,direct,
2018-03-07,10913.7,9470.73,10735.45,183060.08,1858869115.0,9928.56,direct,,825.32,726.38,815.65,463880.38,354361800.99,751.13,direct,,1116.96,1069.31,1203.44,131179.46,143266545.33,1092.14,multiply,BTC,199.47,174.32,196.58,1057758.38,196927717.88,186.04,direct,
